content_id,nudity_level,violence_level,profanity_level,alcohol_level,frightening_level
5607,Mild,Mild,Mild,None,Mild
5608,Severe,Moderate,Moderate,Mild,Moderate
5609,Moderate,Moderate,Moderate,Mild,Moderate
5610,Mild,Moderate,Moderate,Mild,Moderate
5611,Mild,Moderate,Moderate,Mild,Moderate
5612,Moderate,Mild,Moderate,Mild,Mild
5613,None,Moderate,Severe,Severe,Moderate
5614,Mild,Moderate,Moderate,Mild,Severe
5615,No Rate,No Rate,No Rate,No Rate,No Rate
5616,None,Severe,Mild,Mild,Moderate
5617,None,Moderate,Moderate,Mild,Moderate
5618,Moderate,Mild,Severe,Mild,None
5619,None,None,None,None,None
5620,Mild,Mild,Mild,Mild,None
5621,Mild,Mild,None,None,Mild
5622,Mild,None,Mild,Mild,None
5623,Mild,Moderate,Mild,Mild,Moderate
5624,Moderate,Severe,Severe,Moderate,Severe
5625,Mild,Mild,None,Mild,None
5626,Mild,None,Moderate,Mild,None
5627,Moderate,Severe,Moderate,Moderate,Moderate
5628,No Rate,No Rate,No Rate,No Rate,No Rate
5629,Severe,Severe,Severe,Moderate,Severe
5630,Mild,Mild,Moderate,Mild,None
5631,Moderate,Mild,Moderate,Mild,Mild
5632,Mild,Mild,Mild,Mild,Mild
5633,Mild,Moderate,Moderate,Mild,Moderate
5634,Mild,Severe,Severe,Moderate,Moderate
5635,None,Moderate,Mild,Mild,Moderate
5636,None,Moderate,Severe,Mild,Moderate
5637,None,Severe,Mild,None,Moderate
5638,Moderate,Severe,Severe,Severe,Severe
5639,No Rate,No Rate,No Rate,No Rate,No Rate
5640,Mild,Mild,Moderate,Mild,None
5641,Mild,Mild,Mild,Moderate,Moderate
5642,No Rate,No Rate,No Rate,No Rate,No Rate
5643,None,None,Mild,None,Mild
5644,Moderate,Moderate,Mild,None,Moderate
5645,Mild,Mild,Moderate,Mild,Mild
5646,Mild,Severe,Severe,Mild,Severe
5647,Mild,Severe,Severe,Mild,Moderate
5648,Moderate,Mild,Moderate,Moderate,None
5649,Moderate,Severe,Moderate,Mild,Severe
5650,Mild,Mild,Mild,None,Mild
5651,Mild,Severe,Severe,Mild,Moderate
5652,Moderate,Mild,Moderate,Moderate,Mild
5653,Mild,Mild,Moderate,Moderate,No Rate
5654,No Rate,No Rate,No Rate,No Rate,No Rate
5655,Mild,Moderate,Moderate,Moderate,Mild
5656,Mild,None,Mild,Mild,None
5657,Mild,Mild,Moderate,Mild,No Rate
5658,Mild,Moderate,Mild,Mild,Moderate
5659,No Rate,No Rate,No Rate,No Rate,No Rate
5660,Mild,Moderate,Moderate,Moderate,Mild
5661,None,None,None,None,None
5662,Mild,Moderate,Moderate,Moderate,Mild
5663,Mild,Mild,Mild,Mild,No Rate
5664,Moderate,Moderate,Mild,Mild,Moderate
5665,Moderate,Moderate,Mild,None,Severe
5666,None,Mild,None,None,Mild
5667,No Rate,No Rate,No Rate,No Rate,No Rate
5668,None,Mild,Mild,Mild,Mild
5669,None,Moderate,Moderate,Mild,Severe
5670,None,None,None,None,Moderate
5671,None,Moderate,Mild,Mild,Mild
5672,Mild,Mild,Mild,Mild,None
5673,Mild,Moderate,Severe,Mild,Mild
5674,None,Mild,Mild,Mild,Mild
5675,No Rate,No Rate,No Rate,No Rate,No Rate
5676,Mild,Mild,Moderate,Moderate,Moderate
5677,Moderate,Severe,Severe,Moderate,Moderate
5678,Mild,Mild,Mild,None,None
5679,Moderate,Severe,Severe,Moderate,Severe
5680,No Rate,No Rate,No Rate,No Rate,No Rate
5681,Severe,Moderate,Moderate,Moderate,Moderate
5682,None,None,Mild,Mild,Mild
5683,Severe,Mild,Mild,Mild,None
5684,Moderate,Moderate,Moderate,Moderate,Moderate
5685,Moderate,None,Mild,Mild,None
5686,Mild,None,Moderate,Severe,None
5687,Moderate,Severe,Moderate,Moderate,Mild
5688,No Rate,No Rate,No Rate,No Rate,No Rate
5689,Moderate,Mild,Moderate,Moderate,Moderate
5690,Moderate,Mild,Mild,Mild,Mild
5691,Moderate,Severe,Mild,Mild,Severe
5692,Mild,Moderate,Mild,Mild,Moderate
5693,Moderate,Severe,Severe,Mild,Severe
5694,Mild,Mild,Moderate,Mild,Mild
5695,No Rate,No Rate,No Rate,No Rate,No Rate
5696,Mild,Mild,Mild,Mild,Moderate
5697,Moderate,Moderate,Mild,Moderate,Severe
5698,Moderate,Moderate,Moderate,Moderate,Severe
5699,Mild,None,No Rate,No Rate,No Rate
5700,Moderate,Severe,Moderate,Severe,Moderate
5701,None,None,Severe,Mild,None
5702,None,Mild,None,None,Mild
5703,No Rate,No Rate,No Rate,No Rate,No Rate
5704,None,Moderate,None,Mild,Moderate
5705,None,Moderate,Mild,Mild,Moderate
5706,None,None,Moderate,None,Mild
5707,Mild,Moderate,Moderate,Mild,Severe
5708,None,Mild,Mild,Mild,Mild
5709,Mild,No Rate,No Rate,No Rate,No Rate
5710,Moderate,Severe,Moderate,Mild,Moderate
5711,No Rate,No Rate,No Rate,No Rate,No Rate
5712,No Rate,No Rate,No Rate,No Rate,No Rate
5713,Mild,Mild,Severe,Moderate,Mild
5714,No Rate,No Rate,No Rate,No Rate,No Rate
5715,Mild,Mild,Moderate,No Rate,No Rate
5716,Moderate,Moderate,Moderate,Mild,Mild
5717,Severe,Mild,Severe,Moderate,Severe
5718,Mild,Moderate,None,None,Mild
5719,None,Moderate,Moderate,Mild,Moderate
5720,Mild,Moderate,Moderate,Mild,Moderate
5721,No Rate,No Rate,No Rate,No Rate,No Rate
5722,Mild,None,Moderate,Mild,Mild
5723,None,Moderate,Mild,Mild,Moderate
5724,None,Moderate,None,None,Moderate
5725,No Rate,No Rate,No Rate,No Rate,No Rate
5726,None,Mild,Mild,None,Mild
5727,Moderate,Mild,Mild,Mild,None
5728,Moderate,Severe,Moderate,Mild,Mild
5729,Mild,Moderate,Severe,Moderate,Mild
5730,Moderate,Severe,Severe,Severe,Moderate
5731,None,Mild,None,Mild,None
5732,Mild,Mild,Severe,Moderate,Mild
5733,Moderate,Mild,Mild,Mild,Moderate
5734,Mild,None,Moderate,Mild,Mild
5735,Moderate,Mild,Mild,Mild,Mild
5736,None,Severe,Severe,Mild,Severe
5737,No Rate,No Rate,No Rate,No Rate,No Rate
5738,No Rate,No Rate,No Rate,No Rate,No Rate
5739,No Rate,Severe,Severe,No Rate,No Rate
5740,Mild,Moderate,Severe,Mild,Mild
5741,No Rate,No Rate,No Rate,No Rate,No Rate
5742,Mild,Mild,Moderate,Mild,Mild
5743,Mild,Mild,Moderate,Mild,Mild
5744,None,Moderate,Moderate,None,Moderate
5745,Severe,Severe,Moderate,None,Severe
5746,Mild,Mild,Mild,Mild,Mild
5747,Mild,Moderate,Mild,Mild,Mild
5748,Mild,Severe,Severe,Moderate,Moderate
5749,Mild,Severe,Moderate,Mild,Moderate
5750,No Rate,No Rate,No Rate,No Rate,No Rate
5751,None,Moderate,Moderate,Severe,Mild
5752,None,Mild,None,None,Mild
5753,Moderate,Moderate,Mild,Mild,Mild
5754,None,Moderate,Moderate,Mild,Moderate
5755,No Rate,No Rate,No Rate,No Rate,No Rate
5756,Severe,None,Mild,Moderate,None
5757,Mild,Moderate,Mild,Mild,Mild
5758,Moderate,Severe,Severe,Moderate,Moderate
5759,Moderate,Severe,Severe,None,No Rate
5760,No Rate,No Rate,No Rate,Mild,No Rate
5761,Moderate,Severe,Moderate,Mild,Severe
5762,None,Moderate,Mild,None,Severe
5763,None,Severe,Severe,Moderate,Moderate
5764,No Rate,No Rate,No Rate,No Rate,No Rate
5765,No Rate,No Rate,None,No Rate,Mild
5766,None,Severe,Severe,Mild,Severe
5767,None,Mild,None,None,Mild
5768,Moderate,Mild,Severe,Severe,Mild
5769,No Rate,No Rate,No Rate,No Rate,No Rate
5770,No Rate,No Rate,No Rate,No Rate,No Rate
5771,Severe,Severe,Moderate,Severe,Moderate
5772,Mild,Mild,Mild,Mild,Mild
5773,None,None,Mild,None,Mild
5774,Severe,None,Moderate,Mild,None
5775,Moderate,Moderate,None,Mild,Moderate
5776,None,Moderate,Moderate,None,Mild
5777,Mild,Moderate,Moderate,Mild,No Rate
5778,Mild,Moderate,Moderate,Moderate,Moderate
5779,Severe,Severe,Severe,Moderate,Severe
5780,Mild,Mild,Moderate,Mild,Mild
5781,No Rate,No Rate,No Rate,No Rate,No Rate
5782,No Rate,No Rate,No Rate,No Rate,No Rate
5783,Mild,Moderate,None,None,Moderate
5784,None,Moderate,Mild,Mild,Moderate
5785,Mild,Mild,Mild,Mild,Mild
5786,No Rate,No Rate,No Rate,No Rate,No Rate
5787,None,Mild,Mild,None,Moderate
5788,Moderate,Severe,Severe,Mild,Severe
5789,Mild,Mild,Moderate,Mild,None
5790,Mild,Moderate,Mild,Mild,Moderate
5791,Mild,None,Mild,None,None
5792,Mild,Mild,Moderate,Mild,None
5793,None,Mild,Mild,Mild,None
5794,Mild,Moderate,Mild,Mild,No Rate
5795,Mild,Mild,Moderate,Moderate,Mild
5796,Moderate,None,Severe,Mild,Mild
5797,None,None,Mild,Mild,None
5798,Mild,Moderate,Mild,None,Moderate
5799,Mild,Moderate,Mild,No Rate,Moderate
5800,Severe,Mild,Severe,Moderate,None
5801,None,None,None,Mild,None
5802,Mild,Mild,Moderate,Mild,None
5803,No Rate,No Rate,No Rate,No Rate,No Rate
5804,None,Mild,None,Mild,Mild
5805,Moderate,Moderate,Severe,Mild,Moderate
5806,Mild,Severe,Severe,Mild,Moderate
5807,None,Moderate,Mild,Mild,Moderate
5808,No Rate,No Rate,No Rate,No Rate,No Rate
5809,None,Mild,None,Mild,Mild
5810,No Rate,No Rate,No Rate,No Rate,No Rate
5811,Severe,Moderate,Moderate,Mild,Moderate
5812,Moderate,Severe,Moderate,Mild,Moderate
5813,None,Mild,None,None,Mild
5814,Moderate,Mild,No Rate,No Rate,No Rate
5815,Mild,Mild,Mild,Mild,Mild
5816,None,Moderate,Mild,None,Mild
5817,No Rate,Moderate,Severe,No Rate,No Rate
5818,Mild,Severe,Mild,Moderate,Moderate
5819,Severe,Mild,None,Mild,Mild
5820,No Rate,No Rate,No Rate,No Rate,No Rate
5821,Moderate,Moderate,Severe,Moderate,Severe
5822,No Rate,No Rate,No Rate,No Rate,No Rate
5823,Moderate,Mild,Moderate,Mild,Mild
5824,Moderate,Mild,Moderate,Mild,Moderate
5825,Moderate,Mild,Mild,Mild,Mild
5826,Mild,None,Mild,Mild,Mild
5827,Mild,Moderate,Mild,Mild,Severe
5828,Mild,Severe,Moderate,Mild,No Rate
5829,None,None,None,Mild,None
5830,Mild,Severe,Moderate,Moderate,Moderate
5831,No Rate,Mild,No Rate,Mild,No Rate
5832,None,Moderate,Mild,None,Moderate
5833,None,Moderate,Mild,None,Moderate
5834,Mild,None,Mild,Mild,None
5835,Severe,Mild,Severe,Mild,None
5836,No Rate,No Rate,No Rate,No Rate,No Rate
5837,Moderate,Mild,Severe,Severe,Mild
5838,None,Moderate,Mild,Mild,Moderate
5839,None,Mild,None,None,Mild
5840,None,Mild,Moderate,Mild,No Rate
5841,None,Mild,None,None,Mild
5842,Moderate,Severe,Severe,Moderate,Mild
5843,None,Moderate,Severe,Moderate,Moderate
5844,None,Mild,Mild,None,Mild
5845,Mild,Moderate,Moderate,Moderate,Moderate
5846,Mild,Mild,Moderate,Mild,Moderate
5847,Moderate,None,Moderate,Moderate,None
5848,None,Severe,Severe,Moderate,Moderate
5849,No Rate,No Rate,No Rate,No Rate,No Rate
5850,Mild,None,Mild,Moderate,None
5851,None,Mild,Mild,None,Mild
5852,Moderate,Severe,Severe,Moderate,Severe
5853,None,None,None,Mild,Mild
5854,None,Mild,None,None,Mild
5855,Mild,Moderate,Mild,Mild,Mild
5856,Mild,Moderate,Mild,Mild,Moderate
5857,Mild,Severe,Severe,Mild,Mild
5858,Mild,None,Mild,None,None
5859,Moderate,Moderate,Severe,Mild,Mild
5860,Severe,Severe,Moderate,Severe,Severe
5861,None,Moderate,Mild,Mild,Moderate
5862,Mild,Moderate,Mild,Mild,Mild
5863,None,Severe,Moderate,Mild,Severe
5864,None,Moderate,Moderate,Mild,Moderate
5865,Mild,Mild,Moderate,Mild,Mild
5866,None,Moderate,Mild,None,Moderate
5867,Mild,Moderate,Mild,Mild,Moderate
5868,Moderate,Moderate,Severe,Moderate,Moderate
5869,Mild,Moderate,Mild,Mild,Severe
5870,Mild,Mild,Mild,Mild,Mild
5871,None,Mild,None,None,Mild
5872,No Rate,No Rate,No Rate,No Rate,No Rate
5873,None,Mild,Moderate,Mild,Mild
5874,Mild,Moderate,Severe,Moderate,Moderate
5875,Moderate,Moderate,Severe,Moderate,Mild
5876,Moderate,Mild,Severe,Moderate,No Rate
5877,Moderate,Moderate,Mild,Mild,Moderate
5878,None,Mild,None,None,Mild
5879,None,Moderate,None,Mild,Severe
5880,None,Mild,None,Mild,Moderate
5881,Moderate,None,Severe,Mild,None
5882,Severe,Moderate,Mild,Mild,Moderate
5883,Mild,Mild,None,None,Mild
5884,Mild,Mild,Mild,Mild,None
5885,Moderate,Moderate,Mild,None,Mild
5886,Mild,Moderate,Moderate,Mild,Moderate
5887,Mild,Severe,Moderate,Mild,Moderate
5888,Mild,None,Moderate,Moderate,None
5889,Mild,Moderate,Mild,Mild,Moderate
5890,None,Mild,Moderate,Mild,Mild
5891,Moderate,Mild,Moderate,Moderate,Mild
5892,Moderate,Severe,Moderate,Mild,Severe
5893,Mild,Mild,Mild,Mild,None
5894,No Rate,No Rate,No Rate,No Rate,No Rate
5895,None,Severe,Moderate,None,Moderate
5896,None,Severe,Severe,Moderate,Moderate
5897,Moderate,Mild,Mild,Mild,Mild
5898,Mild,Moderate,Mild,Moderate,Moderate
5899,Severe,Moderate,Severe,Moderate,Severe
5900,Moderate,Moderate,Mild,Moderate,Moderate
5901,Moderate,Mild,Mild,Mild,None
5902,Moderate,Mild,Moderate,Mild,None
5903,None,Mild,Moderate,None,Moderate
5904,None,None,None,None,Mild
5905,No Rate,No Rate,No Rate,No Rate,No Rate
5906,Moderate,Severe,Severe,Mild,Severe
5907,No Rate,No Rate,No Rate,No Rate,No Rate
5908,No Rate,No Rate,No Rate,No Rate,No Rate
5909,Severe,Moderate,Mild,Moderate,Moderate
5910,None,Mild,None,Mild,Moderate
5911,No Rate,No Rate,No Rate,No Rate,No Rate
5912,None,Moderate,Mild,Mild,Moderate
5913,Moderate,Mild,Mild,Mild,Mild
5914,No Rate,No Rate,No Rate,No Rate,No Rate
5915,Moderate,None,Severe,Severe,None
5916,No Rate,No Rate,Severe,No Rate,No Rate
5917,Mild,Severe,Moderate,Moderate,Severe
5918,No Rate,No Rate,No Rate,No Rate,No Rate
5919,None,Moderate,Moderate,Mild,Moderate
5920,Mild,Moderate,Severe,Mild,Moderate
5921,Mild,Severe,Mild,None,Moderate
5922,Moderate,Mild,Moderate,Moderate,Mild
5923,Moderate,Moderate,Moderate,Severe,Mild
5924,Moderate,Moderate,Moderate,Mild,Severe
5925,None,Mild,Mild,Mild,Moderate
5926,No Rate,No Rate,No Rate,No Rate,No Rate
5927,None,Severe,Severe,Mild,Severe
5928,Mild,Moderate,Moderate,Mild,Severe
5929,Mild,Moderate,Severe,Mild,Moderate
5930,Mild,Mild,None,Moderate,Mild
5931,Mild,Mild,Severe,Severe,None
5932,Mild,Mild,Mild,Mild,Mild
5933,Severe,None,Moderate,Mild,None
5934,Moderate,Severe,Severe,Mild,Moderate
5935,Mild,Moderate,Severe,Moderate,Mild
5936,None,None,None,Mild,None
5937,Severe,Moderate,Moderate,Mild,Mild
5938,Moderate,Mild,Moderate,Moderate,Moderate
5939,Mild,Mild,Mild,None,Mild
5940,No Rate,No Rate,No Rate,No Rate,No Rate
5941,None,Moderate,Mild,Mild,Moderate
5942,None,Severe,Moderate,Mild,Moderate
5943,None,None,Mild,Mild,None
5944,Mild,Mild,Mild,None,None
5945,None,Mild,None,Mild,Mild
5946,Moderate,Moderate,Severe,Moderate,Moderate
5947,Moderate,Severe,Severe,Mild,Severe
5948,Mild,Moderate,Mild,Mild,Moderate
5949,No Rate,No Rate,No Rate,No Rate,No Rate
5950,None,Severe,Moderate,Mild,Severe
5951,Mild,Severe,None,None,Severe
5952,None,Moderate,Mild,Mild,Moderate
5953,Mild,Mild,None,Mild,None
5954,Mild,Moderate,Severe,Moderate,Moderate
5955,Mild,None,Mild,Mild,None
5956,Moderate,Moderate,Moderate,Moderate,Mild
5957,Severe,Moderate,Severe,Severe,Mild
5958,Mild,None,Mild,Mild,None
5959,None,Mild,None,None,Moderate
5960,No Rate,No Rate,No Rate,No Rate,No Rate
5961,Moderate,Severe,Severe,Severe,Severe
5962,Severe,Mild,Severe,Moderate,None
5963,Moderate,Moderate,Severe,Moderate,Mild
5964,No Rate,No Rate,No Rate,No Rate,No Rate
5965,None,Mild,Mild,Mild,Mild
5966,None,Mild,Mild,Mild,None
5967,None,Moderate,Moderate,None,Mild
5968,None,Mild,Mild,Mild,Mild
5969,No Rate,No Rate,No Rate,No Rate,No Rate
5970,No Rate,No Rate,No Rate,No Rate,No Rate
5971,No Rate,No Rate,No Rate,No Rate,No Rate
5972,Mild,Severe,Severe,Severe,Severe
5973,None,None,None,None,None
5974,None,None,None,None,Mild
5975,Mild,None,None,None,None
5976,Moderate,None,Severe,Moderate,Moderate
5977,Moderate,None,Mild,Mild,None
5978,None,None,None,None,None
5979,Mild,Mild,Mild,Mild,Mild
5980,No Rate,No Rate,No Rate,No Rate,No Rate
5981,Moderate,Mild,Severe,Moderate,Mild
5982,Mild,Moderate,Mild,Mild,Mild
5983,Mild,No Rate,Mild,No Rate,No Rate
5984,No Rate,No Rate,No Rate,No Rate,No Rate
5985,Moderate,Moderate,Moderate,Mild,Moderate
5986,No Rate,No Rate,No Rate,No Rate,No Rate
5987,No Rate,No Rate,No Rate,No Rate,No Rate
5988,No Rate,No Rate,No Rate,No Rate,No Rate
5989,No Rate,No Rate,No Rate,No Rate,No Rate
5990,Moderate,Severe,Moderate,Mild,Severe
5991,Mild,Moderate,Moderate,Mild,Moderate
5992,Mild,Mild,Moderate,Mild,Mild
5993,Moderate,None,Severe,Moderate,Mild
5994,Moderate,Mild,Severe,Moderate,Mild
5995,Mild,Mild,Mild,Mild,Mild
5996,Moderate,Mild,Mild,None,None
5997,Mild,Mild,None,Mild,Mild
5998,Mild,Mild,Mild,Mild,Mild
5999,Mild,None,Mild,Mild,Mild
6000,None,Moderate,Mild,Mild,Moderate
6001,Mild,Severe,Severe,Moderate,Moderate
6002,Mild,None,None,Mild,Mild
6003,None,Moderate,Moderate,Mild,Moderate
6004,Mild,None,Mild,Mild,None
6005,Moderate,Mild,Moderate,Mild,None
6006,Moderate,Severe,Severe,Moderate,Severe
6007,Mild,Moderate,Mild,None,Severe
6008,Moderate,Mild,Severe,Severe,Mild
6009,Moderate,Moderate,Moderate,Mild,Severe
6010,Severe,None,Mild,Mild,None
6011,None,Moderate,Moderate,Mild,Moderate
6012,None,Severe,Moderate,Mild,Severe
6013,Moderate,None,Mild,Mild,None
6014,No Rate,No Rate,No Rate,No Rate,No Rate
6015,Mild,Moderate,Mild,Mild,Moderate
6016,Severe,Severe,Moderate,Moderate,Severe
6017,Mild,Moderate,Severe,Severe,Moderate
6018,No Rate,No Rate,No Rate,No Rate,No Rate
6019,None,Mild,Mild,Mild,Mild
6020,None,None,Moderate,Mild,None
6021,Mild,Moderate,Mild,Mild,Moderate
6022,No Rate,Mild,Mild,Mild,No Rate
6023,None,Moderate,None,None,Moderate
6024,None,None,None,None,Mild
6025,Mild,Mild,Moderate,Mild,Mild
6026,No Rate,No Rate,No Rate,No Rate,No Rate
6027,Mild,Mild,None,None,Mild
6028,Severe,Severe,Severe,Moderate,Severe
6029,Moderate,Severe,Severe,Moderate,Mild
6030,Moderate,Moderate,Mild,None,Mild
6031,Moderate,Mild,Mild,Mild,Mild
6032,Moderate,Moderate,Moderate,Mild,Moderate
6033,Mild,None,Mild,None,None
6034,Mild,Mild,Mild,Mild,Mild
6035,Moderate,Moderate,Mild,Mild,Moderate
6036,Mild,Severe,Severe,Mild,Severe
6037,None,Mild,Moderate,Moderate,Mild
6038,No Rate,No Rate,None,No Rate,No Rate
6039,Mild,None,Mild,Mild,None
6040,Moderate,Severe,Severe,None,Severe
6041,Moderate,Moderate,Moderate,Moderate,Moderate
6042,Moderate,Mild,Mild,Mild,Mild
6043,None,Moderate,Mild,None,Moderate
6044,Moderate,Mild,Mild,Mild,None
6045,Mild,Mild,Moderate,Severe,Mild
6046,Mild,Mild,Moderate,Severe,No Rate
6047,Mild,Mild,Severe,Severe,None
6048,Mild,None,Mild,Mild,None
6049,Mild,Moderate,Moderate,Mild,Moderate
6050,Moderate,Moderate,Mild,Mild,Moderate
6051,Moderate,Mild,Moderate,Moderate,Mild
6052,Mild,Mild,Moderate,Moderate,Mild
6053,Mild,None,Mild,Mild,None
6054,No Rate,No Rate,No Rate,No Rate,No Rate
6055,Mild,Severe,Moderate,Mild,Moderate
6056,Moderate,Moderate,Mild,Moderate,Moderate
6057,No Rate,No Rate,No Rate,No Rate,No Rate
6058,Mild,Severe,Moderate,Moderate,Moderate
6059,Mild,Mild,Moderate,Moderate,None
6060,None,None,Mild,Mild,Mild
6061,Mild,Mild,None,Mild,Mild
6062,Mild,Moderate,Moderate,Mild,Moderate
6063,Mild,Moderate,Mild,Mild,Moderate
6064,None,None,Mild,Mild,None
6065,None,None,None,None,None
6066,Mild,Moderate,Mild,None,Moderate
6067,No Rate,No Rate,No Rate,No Rate,No Rate
6068,None,Mild,None,Mild,Moderate
6069,Moderate,None,Mild,Mild,None
6070,Moderate,Mild,Moderate,Mild,None
6071,Moderate,Severe,Moderate,None,Severe
6072,Mild,Moderate,Moderate,Mild,Mild
6073,Moderate,Moderate,Moderate,Mild,Mild
6074,Mild,Severe,Severe,None,Severe
6075,Moderate,Severe,Severe,Severe,Severe
6076,Moderate,Mild,Severe,Severe,None
6077,None,Mild,None,None,Moderate
6078,Moderate,Severe,Moderate,Severe,Moderate
6079,No Rate,No Rate,No Rate,No Rate,No Rate
6080,None,Moderate,Severe,None,Moderate
6081,Moderate,No Rate,No Rate,No Rate,Moderate
6082,Mild,None,Moderate,Moderate,None
6083,Mild,None,Mild,Mild,None
6084,No Rate,No Rate,No Rate,No Rate,No Rate
6085,None,Mild,Moderate,Mild,Moderate
6086,Moderate,Moderate,Mild,Mild,Moderate
6087,No Rate,No Rate,No Rate,No Rate,No Rate
6088,Moderate,Mild,Moderate,Mild,Moderate
6089,Moderate,Mild,Severe,Moderate,None
6090,Mild,Severe,Moderate,Mild,Moderate
6091,Moderate,Severe,Severe,Moderate,Moderate
6092,Severe,Severe,Severe,Moderate,Severe
6093,None,Mild,Mild,None,Moderate
6094,Mild,None,Mild,Mild,None
6095,None,Mild,Mild,Mild,Mild
6096,Mild,Severe,Mild,Mild,Severe
6097,Moderate,Mild,Severe,Severe,None
6098,Severe,Mild,Moderate,Moderate,Moderate
6099,Mild,Moderate,Mild,Mild,Severe
6100,Severe,No Rate,No Rate,No Rate,No Rate
6101,No Rate,No Rate,No Rate,No Rate,No Rate
6102,Mild,Moderate,None,Mild,Moderate
6103,Severe,None,Severe,Moderate,Moderate
6104,Moderate,Mild,Moderate,Mild,Moderate
6105,Mild,Moderate,Mild,Mild,Moderate
6106,None,Mild,Moderate,Mild,Moderate
6107,No Rate,No Rate,No Rate,No Rate,No Rate
6108,Mild,Severe,Moderate,Mild,Mild
6109,No Rate,No Rate,No Rate,No Rate,No Rate
6110,None,Mild,Mild,Mild,Mild
6111,No Rate,No Rate,No Rate,No Rate,No Rate
6112,Mild,Mild,Mild,Mild,Mild
6113,Mild,Mild,Severe,Moderate,Mild
6114,Moderate,Mild,Moderate,Mild,None
6115,Moderate,None,Moderate,Mild,None
6116,Moderate,None,Moderate,None,Mild
6117,Moderate,Moderate,Mild,Mild,Moderate
6118,None,Severe,Mild,Mild,Moderate
6119,None,Moderate,Mild,Mild,Moderate
6120,None,Mild,Mild,Mild,Moderate
6121,Moderate,Mild,Mild,Moderate,Mild
6122,Moderate,Severe,Moderate,Moderate,Moderate
6123,Mild,Mild,None,None,Mild
6124,None,Moderate,Mild,Mild,Moderate
6125,No Rate,No Rate,No Rate,No Rate,No Rate
6126,Mild,None,Mild,Mild,None
6127,None,Mild,None,None,Mild
6128,Mild,None,Moderate,Mild,None
6129,None,Mild,No Rate,No Rate,No Rate
6130,Severe,Mild,Severe,Moderate,Mild
6131,Mild,Severe,Moderate,None,Moderate
6132,Severe,Moderate,Severe,Mild,Mild
6133,Moderate,No Rate,No Rate,No Rate,No Rate
6134,No Rate,No Rate,No Rate,No Rate,No Rate
6135,Severe,Mild,Moderate,Severe,Moderate
6136,Mild,Severe,Mild,Mild,Severe
6137,No Rate,No Rate,No Rate,No Rate,No Rate
6138,None,Mild,Mild,None,Mild
6139,Mild,Mild,Moderate,Mild,None
6140,Mild,Mild,No Rate,No Rate,No Rate
6141,Mild,Mild,None,Mild,Moderate
6142,No Rate,No Rate,No Rate,No Rate,No Rate
6143,Moderate,Severe,Severe,Mild,Mild
6144,Mild,None,None,Mild,None
6145,Moderate,Moderate,Mild,Mild,Mild
6146,Mild,Severe,Moderate,Mild,Severe
6147,Moderate,None,Moderate,Moderate,None
6148,Severe,Mild,Mild,Mild,Moderate
6149,Moderate,Mild,Moderate,Mild,Mild
6150,Mild,Severe,Moderate,Mild,Severe
6151,Moderate,Moderate,None,Mild,Severe
6152,None,Mild,None,None,Moderate
6153,Moderate,None,Mild,Mild,None
6154,Mild,Mild,Mild,Mild,Mild
6155,None,Severe,Severe,Mild,Moderate
6156,Moderate,Moderate,Severe,Moderate,Moderate
